PRECIPITACAO TOTAL. HORARIO(mm),RADIACAO GLOBAL(Kj/m²),TEMPERATURA MAXIMA NA HORA ANT. (AUT)(°C),TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C),VENTO. DIRECAO HORARIA (gr)(° (gr)),VENTO. RAJADA MAXIMA(m/s),VENTO. VELOCIDADE HORARIA(m/s),estacao,latitude,longitude,datetime
0.0,2747.8,32.8,30.6,251.0,11.1,3.3,jacarepagua,-22.98,-43.36,2019-02-03 18:00:00
0.0,2460.1,32.6,30.4,262.0,10.2,3.1,jacarepagua,-22.98,-43.36,2019-02-03 19:00:00
0.0,1637.0,31.1,29.7,124.0,7.8,1.7,jacarepagua,-22.98,-43.36,2019-02-03 20:00:00
0.0,557.4,30.3,28.9,232.0,6.0,1.1,jacarepagua,-22.98,-43.36,2019-02-03 21:00:00
0.0,54.9,28.9,28.1,201.0,6.7,2.3,jacarepagua,-22.98,-43.36,2019-02-03 22:00:00
0.0,-3.3,28.1,27.9,64.0,6.1,1.0,jacarepagua,-22.98,-43.36,2019-02-03 23:00:00
0.0,-2.3,27.9,27.8,9.0,4.6,0.6,jacarepagua,-22.98,-43.36,2019-02-04 00:00:00
0.0,-3.0,27.9,27.4,145.0,5.1,0.6,jacarepagua,-22.98,-43.36,2019-02-04 01:00:00
0.0,-2.9,27.5,27.1,120.0,3.2,1.0,jacarepagua,-22.98,-43.36,2019-02-04 02:00:00
0.0,-2.9,27.6,26.4,114.0,3.5,0.0,jacarepagua,-22.98,-43.36,2019-02-04 03:00:00
2.0,-1.9,26.4,25.2,241.0,2.7,0.9,jacarepagua,-22.98,-43.36,2019-02-04 04:00:00
2.6,1.7,25.3,24.6,286.0,2.4,0.5,jacarepagua,-22.98,-43.36,2019-02-04 05:00:00
0.4,5.7,24.6,24.2,249.0,2.3,0.6,jacarepagua,-22.98,-43.36,2019-02-04 06:00:00
0.6,3.8,24.4,24.0,253.0,2.6,0.7,jacarepagua,-22.98,-43.36,2019-02-04 07:00:00
0.2,1.2,24.0,23.5,252.0,3.2,0.6,jacarepagua,-22.98,-43.36,2019-02-04 08:00:00
0.0,13.0,23.7,23.4,245.0,1.7,0.7,jacarepagua,-22.98,-43.36,2019-02-04 09:00:00
0.2,96.5,24.3,23.7,233.0,1.7,0.4,jacarepagua,-22.98,-43.36,2019-02-04 10:00:00
0.0,126.4,24.9,24.1,181.0,3.4,1.0,jacarepagua,-22.98,-43.36,2019-02-04 11:00:00
0.0,216.0,24.9,24.5,202.0,4.0,0.0,jacarepagua,-22.98,-43.36,2019-02-04 12:00:00
0.0,260.5,25.2,24.8,112.0,3.8,0.5,jacarepagua,-22.98,-43.36,2019-02-04 13:00:00
0.0,376.2,25.8,24.8,244.0,5.3,2.1,jacarepagua,-22.98,-43.36,2019-02-04 14:00:00
0.0,641.0,26.2,25.3,120.0,6.6,0.9,jacarepagua,-22.98,-43.36,2019-02-04 15:00:00
0.8,477.8,25.7,24.9,250.0,4.6,1.1,jacarepagua,-22.98,-43.36,2019-02-04 16:00:00
10.0,206.8,25.1,24.2,296.0,4.5,0.5,jacarepagua,-22.98,-43.36,2019-02-04 17:00:00
52.2,119.7,24.2,23.7,154.0,4.8,0.1,jacarepagua,-22.98,-43.36,2019-02-04 18:00:00
2.2,260.9,24.4,23.7,185.0,5.2,0.2,jacarepagua,-22.98,-43.36,2019-02-04 19:00:00
1.0,224.6,24.4,24.1,332.0,2.8,0.3,jacarepagua,-22.98,-43.36,2019-02-04 20:00:00
6.0,51.8,24.3,23.5,237.0,3.0,0.7,jacarepagua,-22.98,-43.36,2019-02-04 21:00:00
4.8,9.9,23.7,23.2,242.0,2.8,0.7,jacarepagua,-22.98,-43.36,2019-02-04 22:00:00
2.4,7.1,23.2,23.0,217.0,2.2,0.2,jacarepagua,-22.98,-43.36,2019-02-04 23:00:00
3.4,6.0,23.7,23.0,262.0,4.7,0.4,jacarepagua,-22.98,-43.36,2019-02-05 00:00:00
31.6,6.9,23.6,22.6,234.0,5.0,1.0,jacarepagua,-22.98,-43.36,2019-02-05 01:00:00
18.2,6.6,22.6,21.7,237.0,4.5,0.7,jacarepagua,-22.98,-43.36,2019-02-05 02:00:00
2.8,5.7,21.7,21.6,235.0,3.1,1.1,jacarepagua,-22.98,-43.36,2019-02-05 03:00:00
0.4,5.6,21.8,21.5,298.0,3.1,0.1,jacarepagua,-22.98,-43.36,2019-02-05 04:00:00
0.0,4.8,21.6,21.4,229.0,1.5,0.1,jacarepagua,-22.98,-43.36,2019-02-05 05:00:00
0.0,3.9,21.6,21.4,40.0,1.7,0.1,jacarepagua,-22.98,-43.36,2019-02-05 06:00:00
2.6,4.9,21.7,21.5,241.0,1.5,0.6,jacarepagua,-22.98,-43.36,2019-02-05 07:00:00
1.6,4.7,21.6,21.4,236.0,2.1,0.4,jacarepagua,-22.98,-43.36,2019-02-05 08:00:00
5.6,12.2,21.6,21.5,221.0,1.5,0.3,jacarepagua,-22.98,-43.36,2019-02-05 09:00:00
1.2,122.9,21.6,21.3,250.0,2.5,0.6,jacarepagua,-22.98,-43.36,2019-02-05 10:00:00
0.0,253.9,22.3,21.5,244.0,4.5,1.8,jacarepagua,-22.98,-43.36,2019-02-05 11:00:00
1.0,324.5,22.2,21.7,199.0,4.5,0.4,jacarepagua,-22.98,-43.36,2019-02-05 12:00:00
0.0,596.0,22.6,21.8,244.0,2.7,1.1,jacarepagua,-22.98,-43.36,2019-02-05 13:00:00
0.0,994.8,24.7,22.6,301.0,2.9,0.3,jacarepagua,-22.98,-43.36,2019-02-05 14:00:00
0.0,1220.1,25.6,24.6,226.0,2.5,0.2,jacarepagua,-22.98,-43.36,2019-02-05 15:00:00
0.0,1265.5,26.6,24.9,255.0,2.3,0.8,jacarepagua,-22.98,-43.36,2019-02-05 16:00:00
0.0,874.0,26.6,25.2,106.0,4.0,1.2,jacarepagua,-22.98,-43.36,2019-02-05 17:00:00
0.0,395.3,25.2,23.8,227.0,4.8,1.1,jacarepagua,-22.98,-43.36,2019-02-05 18:00:00
0.0,287.8,23.9,23.6,236.0,2.5,0.0,jacarepagua,-22.98,-43.36,2019-02-05 19:00:00
0.0,307.5,24.5,23.7,30.0,3.1,0.8,jacarepagua,-22.98,-43.36,2019-02-05 20:00:00
0.0,135.3,24.6,23.6,92.0,3.1,0.1,jacarepagua,-22.98,-43.36,2019-02-05 21:00:00
0.0,9.7,23.6,22.7,48.0,1.7,0.7,jacarepagua,-22.98,-43.36,2019-02-05 22:00:00
0.2,3.9,22.8,21.9,334.0,2.2,0.1,jacarepagua,-22.98,-43.36,2019-02-05 23:00:00
0.0,9.2,22.1,21.8,235.0,1.6,0.1,jacarepagua,-22.98,-43.36,2019-02-06 00:00:00
0.0,8.9,21.9,21.7,275.0,2.3,0.4,jacarepagua,-22.98,-43.36,2019-02-06 01:00:00
0.0,5.2,22.0,21.6,273.0,1.7,0.8,jacarepagua,-22.98,-43.36,2019-02-06 02:00:00
0.0,3.1,21.9,21.5,280.0,1.7,0.0,jacarepagua,-22.98,-43.36,2019-02-06 03:00:00
0.0,1.8,21.5,21.2,143.0,1.0,0.1,jacarepagua,-22.98,-43.36,2019-02-06 04:00:00
0.0,4.8,21.4,21.2,259.0,1.5,0.4,jacarepagua,-22.98,-43.36,2019-02-06 05:00:00
0.0,3.6,21.6,21.3,267.0,1.5,0.2,jacarepagua,-22.98,-43.36,2019-02-06 06:00:00
0.0,5.0,21.5,21.3,253.0,0.9,0.0,jacarepagua,-22.98,-43.36,2019-02-06 07:00:00
0.0,4.3,21.5,21.3,235.0,1.3,0.1,jacarepagua,-22.98,-43.36,2019-02-06 08:00:00
0.0,10.6,21.5,21.3,210.0,1.3,0.1,jacarepagua,-22.98,-43.36,2019-02-06 09:00:00
0.0,109.2,22.0,21.3,297.0,0.9,0.2,jacarepagua,-22.98,-43.36,2019-02-06 10:00:00
0.0,299.8,23.3,22.0,74.0,1.6,0.0,jacarepagua,-22.98,-43.36,2019-02-06 11:00:00
0.0,692.9,24.8,23.1,308.0,2.2,0.4,jacarepagua,-22.98,-43.36,2019-02-06 12:00:00
0.0,893.1,25.5,24.7,349.0,1.8,0.2,jacarepagua,-22.98,-43.36,2019-02-06 13:00:00
0.0,1255.0,26.4,25.5,11.0,3.5,1.6,jacarepagua,-22.98,-43.36,2019-02-06 14:00:00
0.0,776.1,26.5,25.9,308.0,4.4,0.5,jacarepagua,-22.98,-43.36,2019-02-06 15:00:00
0.0,816.1,26.5,25.8,16.0,3.6,0.7,jacarepagua,-22.98,-43.36,2019-02-06 16:00:00
0.0,1359.7,27.3,26.2,39.0,2.5,0.7,jacarepagua,-22.98,-43.36,2019-02-06 17:00:00
0.0,818.2,27.2,26.7,70.0,2.2,0.7,jacarepagua,-22.98,-43.36,2019-02-06 18:00:00
0.0,461.4,27.0,25.7,252.0,2.2,0.0,jacarepagua,-22.98,-43.36,2019-02-06 19:00:00
0.0,216.1,26.0,25.2,185.0,2.9,1.0,jacarepagua,-22.98,-43.36,2019-02-06 20:00:00
0.4,95.8,25.2,23.8,236.0,2.9,0.8,jacarepagua,-22.98,-43.36,2019-02-06 21:00:00
0.6,16.0,23.9,23.3,268.0,2.3,0.1,jacarepagua,-22.98,-43.36,2019-02-06 22:00:00
28.6,10.8,23.3,20.8,238.0,17.5,7.1,jacarepagua,-22.98,-43.36,2019-02-06 23:00:00
21.0,9.8,21.6,20.7,198.0,17.5,3.2,jacarepagua,-22.98,-43.36,2019-02-07 00:00:00
2.6,7.4,21.7,21.3,233.0,11.2,2.4,jacarepagua,-22.98,-43.36,2019-02-07 01:00:00
0.2,8.0,21.7,20.8,133.0,6.2,0.3,jacarepagua,-22.98,-43.36,2019-02-07 02:00:00
0.4,9.1,21.0,20.8,261.0,1.9,0.5,jacarepagua,-22.98,-43.36,2019-02-07 03:00:00
0.0,9.3,20.9,20.7,247.0,1.5,0.1,jacarepagua,-22.98,-43.36,2019-02-07 04:00:00
0.0,9.7,20.9,20.8,172.0,1.4,0.0,jacarepagua,-22.98,-43.36,2019-02-07 05:00:00
0.0,10.5,20.9,20.5,272.0,1.9,0.4,jacarepagua,-22.98,-43.36,2019-02-07 06:00:00
0.0,11.3,20.7,20.1,279.0,3.2,0.8,jacarepagua,-22.98,-43.36,2019-02-07 07:00:00
0.0,8.3,20.2,19.8,132.0,3.3,0.0,jacarepagua,-22.98,-43.36,2019-02-07 08:00:00
0.2,13.2,20.0,19.8,250.0,1.5,0.5,jacarepagua,-22.98,-43.36,2019-02-07 09:00:00
0.0,128.0,20.7,20.0,277.0,1.5,0.0,jacarepagua,-22.98,-43.36,2019-02-07 10:00:00
0.0,288.6,21.6,20.7,213.0,2.1,0.1,jacarepagua,-22.98,-43.36,2019-02-07 11:00:00
0.0,596.7,23.1,21.6,89.0,1.4,0.1,jacarepagua,-22.98,-43.36,2019-02-07 12:00:00
0.0,1819.1,25.8,23.1,55.0,2.0,0.5,jacarepagua,-22.98,-43.36,2019-02-07 13:00:00
0.2,1634.8,26.6,25.3,184.0,1.7,0.2,jacarepagua,-22.98,-43.36,2019-02-07 14:00:00
0.0,3690.3,28.6,26.4,64.0,3.0,1.2,jacarepagua,-22.98,-43.36,2019-02-07 15:00:00
0.0,3347.5,29.4,27.9,224.0,4.4,1.7,jacarepagua,-22.98,-43.36,2019-02-07 16:00:00
0.0,1967.1,28.0,26.8,247.0,6.3,2.3,jacarepagua,-22.98,-43.36,2019-02-07 17:00:00
0.0,2930.8,28.3,26.9,180.0,5.1,2.0,jacarepagua,-22.98,-43.36,2019-02-07 18:00:00
0.0,1693.8,27.5,26.4,231.0,5.7,2.4,jacarepagua,-22.98,-43.36,2019-02-07 19:00:00
0.0,843.6,26.7,25.6,248.0,5.2,1.8,jacarepagua,-22.98,-43.36,2019-02-07 20:00:00
0.0,304.3,25.6,25.3,247.0,3.8,1.3,jacarepagua,-22.98,-43.36,2019-02-07 21:00:00
0.0,90.5,25.4,24.5,222.0,3.1,0.8,jacarepagua,-22.98,-43.36,2019-02-07 22:00:00
0.0,-2.0,24.6,23.2,229.0,3.7,0.8,jacarepagua,-22.98,-43.36,2019-02-07 23:00:00
0.0,2.4,23.5,23.0,242.0,2.7,0.3,jacarepagua,-22.98,-43.36,2019-02-08 00:00:00
0.0,-1.4,23.2,22.4,251.0,1.4,0.1,jacarepagua,-22.98,-43.36,2019-02-08 01:00:00
0.0,-3.0,22.4,21.8,271.0,1.6,0.1,jacarepagua,-22.98,-43.36,2019-02-08 02:00:00
0.0,-2.3,21.8,21.5,257.0,2.5,1.2,jacarepagua,-22.98,-43.36,2019-02-08 03:00:00
0.0,-1.6,21.9,21.3,248.0,2.6,0.5,jacarepagua,-22.98,-43.36,2019-02-08 04:00:00
0.0,-2.9,21.3,20.3,249.0,1.6,0.5,jacarepagua,-22.98,-43.36,2019-02-08 05:00:00
0.0,-1.3,20.3,20.0,290.0,1.3,0.0,jacarepagua,-22.98,-43.36,2019-02-08 06:00:00
0.0,-1.0,20.2,20.0,262.0,1.3,0.0,jacarepagua,-22.98,-43.36,2019-02-08 07:00:00
0.0,-0.7,20.3,20.0,261.0,1.2,0.1,jacarepagua,-22.98,-43.36,2019-02-08 08:00:00
0.0,16.0,20.1,19.8,276.0,0.7,0.0,jacarepagua,-22.98,-43.36,2019-02-08 09:00:00
0.0,268.6,21.8,20.0,279.0,0.5,0.0,jacarepagua,-22.98,-43.36,2019-02-08 10:00:00
0.0,1190.7,26.2,21.8,121.0,1.5,0.1,jacarepagua,-22.98,-43.36,2019-02-08 11:00:00
0.0,2148.9,27.9,26.0,180.0,2.0,0.7,jacarepagua,-22.98,-43.36,2019-02-08 12:00:00
0.0,2690.1,29.5,27.5,90.0,3.9,0.4,jacarepagua,-22.98,-43.36,2019-02-08 13:00:00
0.0,3137.2,29.8,28.3,254.0,4.9,1.8,jacarepagua,-22.98,-43.36,2019-02-08 14:00:00
0.0,3453.2,29.7,28.6,252.0,6.9,2.7,jacarepagua,-22.98,-43.36,2019-02-08 15:00:00
0.0,3689.0,30.0,28.6,247.0,7.0,2.9,jacarepagua,-22.98,-43.36,2019-02-08 16:00:00
0.0,3485.7,29.3,28.2,325.0,9.3,2.0,jacarepagua,-22.98,-43.36,2019-02-08 17:00:00
0.0,2968.8,28.7,27.5,336.0,9.4,2.8,jacarepagua,-22.98,-43.36,2019-02-08 18:00:00
0.0,1896.7,28.2,26.7,7.0,7.5,0.8,jacarepagua,-22.98,-43.36,2019-02-08 19:00:00
0.0,1154.8,27.8,26.5,302.0,7.1,1.7,jacarepagua,-22.98,-43.36,2019-02-08 20:00:00
0.0,465.7,27.0,25.8,232.0,7.1,1.7,jacarepagua,-22.98,-43.36,2019-02-08 21:00:00
0.0,40.8,25.9,24.6,349.0,5.6,0.4,jacarepagua,-22.98,-43.36,2019-02-08 22:00:00
0.0,-3.2,24.9,23.9,181.0,2.6,0.4,jacarepagua,-22.98,-43.36,2019-02-08 23:00:00
0.0,-1.9,24.7,23.8,233.0,2.2,0.6,jacarepagua,-22.98,-43.36,2019-02-09 00:00:00
0.0,-2.7,24.5,23.4,301.0,2.7,0.0,jacarepagua,-22.98,-43.36,2019-02-09 01:00:00
0.0,-3.5,23.5,22.4,256.0,1.6,0.2,jacarepagua,-22.98,-43.36,2019-02-09 02:00:00
0.0,-3.4,22.6,21.8,250.0,2.0,0.4,jacarepagua,-22.98,-43.36,2019-02-09 03:00:00
0.0,-3.2,21.8,21.4,256.0,1.9,0.8,jacarepagua,-22.98,-43.36,2019-02-09 04:00:00
0.0,-3.1,21.6,21.2,257.0,1.7,0.2,jacarepagua,-22.98,-43.36,2019-02-09 05:00:00
0.0,-2.1,21.3,20.8,256.0,1.3,0.2,jacarepagua,-22.98,-43.36,2019-02-09 06:00:00
0.0,-1.6,20.9,20.6,240.0,1.1,0.1,jacarepagua,-22.98,-43.36,2019-02-09 07:00:00
0.0,-2.8,20.6,20.2,297.0,0.9,0.0,jacarepagua,-22.98,-43.36,2019-02-09 08:00:00
0.0,14.8,20.4,20.1,251.0,0.8,0.1,jacarepagua,-22.98,-43.36,2019-02-09 09:00:00
0.0,262.2,22.0,20.3,152.0,0.8,0.0,jacarepagua,-22.98,-43.36,2019-02-09 10:00:00
0.0,1344.8,27.0,22.0,61.0,2.1,0.4,jacarepagua,-22.98,-43.36,2019-02-09 11:00:00
0.0,2166.0,28.5,26.8,50.0,2.6,0.7,jacarepagua,-22.98,-43.36,2019-02-09 12:00:00
0.0,2895.9,29.6,28.2,175.0,3.4,1.4,jacarepagua,-22.98,-43.36,2019-02-09 13:00:00
0.0,3412.1,30.3,29.1,152.0,4.1,1.7,jacarepagua,-22.98,-43.36,2019-02-09 14:00:00
0.0,3567.9,31.1,29.7,126.0,4.8,1.4,jacarepagua,-22.98,-43.36,2019-02-09 15:00:00
0.0,3614.9,31.3,29.8,250.0,7.8,2.8,jacarepagua,-22.98,-43.36,2019-02-09 16:00:00
0.0,3472.0,30.4,29.4,266.0,8.3,3.3,jacarepagua,-22.98,-43.36,2019-02-09 17:00:00
0.0,2999.1,30.0,29.1,248.0,8.3,2.5,jacarepagua,-22.98,-43.36,2019-02-09 18:00:00
0.0,2329.8,29.7,28.5,224.0,8.4,2.4,jacarepagua,-22.98,-43.36,2019-02-09 19:00:00
0.0,1493.9,29.2,27.8,243.0,6.9,3.2,jacarepagua,-22.98,-43.36,2019-02-09 20:00:00
0.0,501.1,27.9,26.8,233.0,6.9,2.5,jacarepagua,-22.98,-43.36,2019-02-09 21:00:00
0.0,44.0,26.9,26.3,206.0,8.1,0.9,jacarepagua,-22.98,-43.36,2019-02-09 22:00:00
0.0,-3.5,26.9,25.3,220.0,4.3,0.7,jacarepagua,-22.98,-43.36,2019-02-09 23:00:00
0.0,-3.2,25.5,24.7,242.0,2.2,0.2,jacarepagua,-22.98,-43.36,2019-02-10 00:00:00
0.0,-3.2,25.4,24.5,78.0,2.1,0.4,jacarepagua,-22.98,-43.36,2019-02-10 01:00:00
0.0,-3.5,25.4,24.0,280.0,3.2,0.8,jacarepagua,-22.98,-43.36,2019-02-10 02:00:00
0.0,-3.4,24.3,23.4,205.0,2.3,0.3,jacarepagua,-22.98,-43.36,2019-02-10 03:00:00
0.0,-3.3,23.6,23.2,228.0,1.5,0.2,jacarepagua,-22.98,-43.36,2019-02-10 04:00:00
0.0,-2.9,23.3,23.0,236.0,1.5,0.4,jacarepagua,-22.98,-43.36,2019-02-10 05:00:00
0.0,-2.6,23.3,22.6,263.0,2.0,0.4,jacarepagua,-22.98,-43.36,2019-02-10 06:00:00
0.0,-1.8,22.6,22.1,87.0,1.8,0.0,jacarepagua,-22.98,-43.36,2019-02-10 07:00:00
0.0,-0.2,22.2,21.9,271.0,1.0,0.2,jacarepagua,-22.98,-43.36,2019-02-10 08:00:00
0.0,17.4,21.9,21.7,237.0,1.0,0.0,jacarepagua,-22.98,-43.36,2019-02-10 09:00:00
0.0,272.9,23.9,21.7,231.0,1.3,0.1,jacarepagua,-22.98,-43.36,2019-02-10 10:00:00
0.0,1248.8,27.7,23.9,28.0,3.1,1.1,jacarepagua,-22.98,-43.36,2019-02-10 11:00:00
0.0,2114.5,29.5,27.6,346.0,4.2,1.1,jacarepagua,-22.98,-43.36,2019-02-10 12:00:00
0.0,2848.5,31.4,29.3,21.0,4.2,1.5,jacarepagua,-22.98,-43.36,2019-02-10 13:00:00
0.0,3360.1,32.6,30.8,60.0,4.6,1.5,jacarepagua,-22.98,-43.36,2019-02-10 14:00:00
0.0,3704.4,33.5,32.3,338.0,5.4,1.6,jacarepagua,-22.98,-43.36,2019-02-10 15:00:00
0.0,3375.6,34.1,32.9,201.0,5.7,2.2,jacarepagua,-22.98,-43.36,2019-02-10 16:00:00
0.0,3188.9,33.9,31.7,162.0,6.8,2.6,jacarepagua,-22.98,-43.36,2019-02-10 17:00:00
0.0,2998.0,33.1,32.2,166.0,7.1,1.6,jacarepagua,-22.98,-43.36,2019-02-10 18:00:00
0.0,2285.9,33.2,31.8,183.0,6.5,2.2,jacarepagua,-22.98,-43.36,2019-02-10 19:00:00
0.0,1498.9,32.2,31.7,235.0,6.5,2.5,jacarepagua,-22.98,-43.36,2019-02-10 20:00:00
0.0,568.9,31.8,30.5,246.0,5.9,1.9,jacarepagua,-22.98,-43.36,2019-02-10 21:00:00
0.0,21.1,30.5,27.5,296.0,4.8,0.4,jacarepagua,-22.98,-43.36,2019-02-10 22:00:00
0.0,-3.3,27.5,26.3,257.0,2.1,0.9,jacarepagua,-22.98,-43.36,2019-02-10 23:00:00
0.0,-3.0,26.8,25.5,252.0,2.4,0.3,jacarepagua,-22.98,-43.36,2019-02-11 00:00:00
0.0,-2.8,25.8,25.3,252.0,1.1,0.3,jacarepagua,-22.98,-43.36,2019-02-11 01:00:00
0.0,-1.7,27.1,25.3,250.0,3.3,0.6,jacarepagua,-22.98,-43.36,2019-02-11 02:00:00
0.0,-3.0,26.9,25.0,241.0,3.5,0.9,jacarepagua,-22.98,-43.36,2019-02-11 03:00:00
0.0,-3.5,25.1,24.3,262.0,2.0,0.4,jacarepagua,-22.98,-43.36,2019-02-11 04:00:00
0.0,-3.2,24.5,24.0,262.0,2.2,0.7,jacarepagua,-22.98,-43.36,2019-02-11 05:00:00
0.0,-2.2,24.1,23.4,251.0,1.5,0.1,jacarepagua,-22.98,-43.36,2019-02-11 06:00:00
0.0,0.2,23.4,23.1,177.0,3.0,0.5,jacarepagua,-22.98,-43.36,2019-02-11 07:00:00
0.0,1.6,26.2,23.2,307.0,4.5,1.0,jacarepagua,-22.98,-43.36,2019-02-11 08:00:00
0.0,27.8,26.2,23.8,253.0,4.5,0.2,jacarepagua,-22.98,-43.36,2019-02-11 09:00:00
0.0,394.6,27.8,24.2,328.0,3.2,0.6,jacarepagua,-22.98,-43.36,2019-02-11 10:00:00
0.0,600.8,29.4,27.7,21.0,4.1,1.1,jacarepagua,-22.98,-43.36,2019-02-11 11:00:00
0.0,1404.3,32.2,29.2,5.0,5.5,1.4,jacarepagua,-22.98,-43.36,2019-02-11 12:00:00
0.0,2778.6,33.7,32.1,30.0,11.8,3.1,jacarepagua,-22.98,-43.36,2019-02-11 13:00:00
0.0,3333.0,34.6,33.6,30.0,10.0,3.3,jacarepagua,-22.98,-43.36,2019-02-11 14:00:00
0.0,3461.9,35.1,34.3,284.0,10.8,3.2,jacarepagua,-22.98,-43.36,2019-02-11 15:00:00
0.0,3268.4,35.6,35.0,340.0,10.8,2.9,jacarepagua,-22.98,-43.36,2019-02-11 16:00:00
0.0,2210.5,35.4,34.8,352.0,9.9,2.4,jacarepagua,-22.98,-43.36,2019-02-11 17:00:00
0.0,2769.1,36.5,35.1,325.0,6.5,1.2,jacarepagua,-22.98,-43.36,2019-02-11 18:00:00
0.0,2281.5,37.2,36.1,26.0,5.8,1.0,jacarepagua,-22.98,-43.36,2019-02-11 19:00:00
0.0,1007.7,37.1,33.0,232.0,5.0,1.0,jacarepagua,-22.98,-43.36,2019-02-11 20:00:00
0.0,469.8,33.9,30.2,218.0,3.4,0.6,jacarepagua,-22.98,-43.36,2019-02-11 21:00:00
0.0,19.6,30.2,28.0,234.0,1.9,0.3,jacarepagua,-22.98,-43.36,2019-02-11 22:00:00
0.0,-2.9,31.3,27.8,61.0,7.8,0.5,jacarepagua,-22.98,-43.36,2019-02-11 23:00:00
0.0,-3.5,28.3,26.8,250.0,2.0,0.8,jacarepagua,-22.98,-43.36,2019-02-12 00:00:00
0.0,-3.1,27.0,26.2,246.0,1.7,0.2,jacarepagua,-22.98,-43.36,2019-02-12 01:00:00
0.0,-3.4,26.3,25.7,264.0,1.2,0.2,jacarepagua,-22.98,-43.36,2019-02-12 02:00:00
0.0,-3.5,25.9,24.9,247.0,1.2,0.2,jacarepagua,-22.98,-43.36,2019-02-12 03:00:00
0.0,-3.4,25.0,24.4,252.0,1.2,0.2,jacarepagua,-22.98,-43.36,2019-02-12 04:00:00
0.0,-3.5,24.6,24.0,289.0,1.0,0.0,jacarepagua,-22.98,-43.36,2019-02-12 05:00:00
0.0,-1.7,24.0,23.7,216.0,1.0,0.2,jacarepagua,-22.98,-43.36,2019-02-12 06:00:00
0.0,-0.6,23.8,23.5,259.0,1.0,0.0,jacarepagua,-22.98,-43.36,2019-02-12 07:00:00
0.0,0.0,23.5,23.4,280.0,1.0,0.1,jacarepagua,-22.98,-43.36,2019-02-12 08:00:00
0.0,12.1,23.8,23.3,270.0,3.1,0.5,jacarepagua,-22.98,-43.36,2019-02-12 09:00:00
0.0,190.9,25.2,23.8,247.0,3.1,0.2,jacarepagua,-22.98,-43.36,2019-02-12 10:00:00
0.0,454.2,29.6,24.8,247.0,8.1,1.9,jacarepagua,-22.98,-43.36,2019-02-12 11:00:00
0.0,1466.1,30.0,28.9,232.0,9.8,3.2,jacarepagua,-22.98,-43.36,2019-02-12 12:00:00
0.0,2367.0,31.7,29.8,256.0,8.7,1.0,jacarepagua,-22.98,-43.36,2019-02-12 13:00:00
0.0,3387.9,33.2,31.6,101.0,5.3,2.0,jacarepagua,-22.98,-43.36,2019-02-12 14:00:00
0.0,3718.9,33.3,31.7,165.0,5.3,1.8,jacarepagua,-22.98,-43.36,2019-02-12 15:00:00
0.0,2977.2,33.0,31.6,142.0,4.7,1.5,jacarepagua,-22.98,-43.36,2019-02-12 16:00:00
0.0,3378.3,34.0,32.2,147.0,6.0,2.2,jacarepagua,-22.98,-43.36,2019-02-12 17:00:00
0.0,2796.1,32.7,30.8,22.0,6.7,2.0,jacarepagua,-22.98,-43.36,2019-02-12 18:00:00
0.0,2190.3,31.5,30.7,259.0,6.5,2.7,jacarepagua,-22.98,-43.36,2019-02-12 19:00:00
0.0,1144.0,30.9,29.6,207.0,8.1,2.3,jacarepagua,-22.98,-43.36,2019-02-12 20:00:00
0.0,332.6,30.4,29.5,216.0,6.8,1.6,jacarepagua,-22.98,-43.36,2019-02-12 21:00:00
0.0,21.9,30.4,28.0,312.0,6.5,0.4,jacarepagua,-22.98,-43.36,2019-02-12 22:00:00
0.0,-3.2,28.2,27.1,242.0,3.8,0.5,jacarepagua,-22.98,-43.36,2019-02-12 23:00:00
12.0,-0.7,27.4,24.2,106.0,5.2,0.9,jacarepagua,-22.98,-43.36,2019-02-13 00:00:00
1.4,8.1,24.4,24.1,46.0,2.6,0.0,jacarepagua,-22.98,-43.36,2019-02-13 01:00:00
0.0,8.2,24.5,24.3,207.0,1.3,0.0,jacarepagua,-22.98,-43.36,2019-02-13 02:00:00
0.0,8.9,24.3,23.8,267.0,1.7,0.4,jacarepagua,-22.98,-43.36,2019-02-13 03:00:00
0.0,6.5,24.1,23.8,249.0,1.4,0.0,jacarepagua,-22.98,-43.36,2019-02-13 04:00:00
0.0,7.5,24.4,24.0,205.0,1.4,0.2,jacarepagua,-22.98,-43.36,2019-02-13 05:00:00
18.2,8.2,24.7,24.2,11.0,4.3,0.6,jacarepagua,-22.98,-43.36,2019-02-13 06:00:00
17.4,11.6,24.3,23.5,211.0,7.3,2.3,jacarepagua,-22.98,-43.36,2019-02-13 07:00:00
3.6,8.6,23.9,23.0,236.0,7.0,0.8,jacarepagua,-22.98,-43.36,2019-02-13 08:00:00
2.2,16.8,24.9,23.1,267.0,4.5,0.9,jacarepagua,-22.98,-43.36,2019-02-13 09:00:00
1.4,75.2,25.7,24.6,25.0,6.4,1.2,jacarepagua,-22.98,-43.36,2019-02-13 10:00:00
0.0,167.1,25.7,25.0,70.0,6.4,1.9,jacarepagua,-22.98,-43.36,2019-02-13 11:00:00
0.2,200.6,25.3,24.5,356.0,5.8,0.6,jacarepagua,-22.98,-43.36,2019-02-13 12:00:00
0.6,257.4,25.2,24.3,200.0,5.5,1.3,jacarepagua,-22.98,-43.36,2019-02-13 13:00:00
