trip_id,stop_id,arrival_previsto,arrival_real,atraso_min,stop_lat,stop_lon,lat_real,lon_real
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3079O00040C2,2019-01-25 09:05:18,2019-01-25 09:06:12,0.9,-22.88498,-43.31429,-22.88492,-43.31395
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3079O00042C2,2019-01-25 09:05:58,2019-01-25 09:01:01,-4.95,-22.885103,-43.311568,-22.88505,-43.311581
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3069O00057C2,2019-01-25 09:06:28,2019-01-25 09:08:18,1.8333333333333333,-22.88562,-43.30967,-22.885441,-43.30983
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3069O00058C2,2019-01-25 09:07:19,2019-01-25 08:59:08,-8.183333333333334,-22.88672,-43.306443,-22.88662,-43.306511
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3069O00003C2,2019-01-25 09:08:14,2019-01-25 09:03:06,-5.133333333333334,-22.88646,-43.30281,-22.886511,-43.303082
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3070O00001C2,2019-01-25 09:08:55,2019-01-25 09:10:48,1.8833333333333333,-22.88548,-43.30031,-22.885401,-43.300209
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3071O00033C2,2019-01-25 09:09:36,2019-01-25 09:08:39,-0.95,-22.884601,-43.297845,-22.884689,-43.298038
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3071O00004C2,2019-01-25 09:10:04,2019-01-25 09:02:02,-8.033333333333333,-22.88341,-43.29648,-22.88287,-43.295979
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3071O00005C2,2019-01-25 09:10:46,2019-01-25 09:04:01,-6.75,-22.88182,-43.29431,-22.881651,-43.29446
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3071O00006C2,2019-01-25 09:11:51,2019-01-25 09:26:24,14.55,-22.8842,-43.29133,-22.88415,-43.291309000000005
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3066O00003C2,2019-01-25 09:12:26,2019-01-25 09:26:32,14.1,-22.885668,-43.290084,-22.885229,-43.290169
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3064O00002C0,2019-01-25 09:13:22,2019-01-25 09:25:02,11.666666666666666,-22.88744,-43.2864,-22.887220000000003,-43.286572
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3065O00001C0,2019-01-25 09:13:59,2019-01-25 09:22:37,8.633333333333333,-22.887738,-43.283511,-22.88763,-43.283371
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3065O00003C0,2019-01-25 09:14:47,2019-01-25 09:16:01,1.2333333333333334,-22.887155,-43.280679,-22.88693,-43.28035
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3065O00004C0,2019-01-25 09:15:20,2019-01-25 09:21:57,6.616666666666666,-22.88591,-43.27898,-22.88578,-43.27911
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3065O00005C0,2019-01-25 09:15:56,2019-01-25 09:23:59,8.05,-22.88441,-43.27719,-22.884211,-43.277321
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3053O00006C0,2019-01-25 09:16:40,2019-01-25 09:20:47,4.116666666666666,-22.8822,-43.2754,-22.882071,-43.275341
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3053O00007C0,2019-01-25 09:17:25,2019-01-25 09:12:02,-5.383333333333334,-22.881083,-43.272751,-22.881029,-43.272812
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3053O00008C0,2019-01-25 09:19:14,2019-01-25 09:21:01,1.7833333333333334,-22.878863,-43.265859,-22.878799,-43.265831
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3052O00001C0,2019-01-25 09:19:46,2019-01-25 09:16:57,-2.816666666666667,-22.87833,-43.26397,-22.878201,-43.263908
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3052O00002C1,2019-01-25 09:20:19,2019-01-25 09:15:02,-5.283333333333333,-22.878337,-43.261822,-22.878309,-43.26194
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3052O00003C0,2019-01-25 09:21:15,2019-01-25 09:24:49,3.566666666666667,-22.880394,-43.259223,-22.88028,-43.259079
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3155O00001C0,2019-01-25 09:22:28,2019-01-25 09:20:44,-1.7333333333333334,-22.882581,-43.254845,-22.882481,-43.254799
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3155O00002C0,2019-01-25 09:23:21,2019-01-25 09:31:37,8.266666666666667,-22.88517,-43.25266,-22.885201,-43.252579
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3155O00003C0,2019-01-25 09:24:00,2019-01-25 09:20:02,-3.966666666666667,-22.886927,-43.250822,-22.886841,-43.25087
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,1012O00011C0,2019-01-25 09:26:03,2019-01-25 09:33:37,7.566666666666666,-22.890046,-43.244457,-22.88999,-43.243771
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,1012O00012C0,2019-01-25 09:26:34,2019-01-25 09:27:31,0.95,-22.890765,-43.242335,-22.89073,-43.242161
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,1012O00013C0,2019-01-25 09:27:00,2019-01-25 09:23:02,-3.966666666666667,-22.891768,-43.240794,-22.891701,-43.240742
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,1012O00027C0,2019-01-25 09:28:18,2019-01-25 09:26:10,-2.1333333333333333,-22.89495,-43.24279,-22.894291,-43.238941
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,vphs,2019-01-25 09:29:30,2019-01-25 09:15:48,-13.7,-22.897995,-43.241305,-22.89921,-43.240459
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,1011O00001C0,2019-01-25 09:30:31,2019-01-25 09:41:58,11.45,-22.90138,-43.241176,-22.901461,-43.240978000000005
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,3057O00006C0,2019-01-25 09:31:46,2019-01-25 09:19:10,-12.6,-22.90591,-43.23964,-22.905729,-43.239540000000005
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,1011O00002C0,2019-01-25 09:32:38,2019-01-25 09:47:37,14.983333333333333,-22.907884,-43.236917,-22.90793,-43.23666
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,2035O00042C0,2019-01-25 09:33:10,2019-01-25 09:47:07,13.95,-22.908756,-43.234655,-22.908831,-43.233799
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,1010O00038C0,2019-01-25 09:34:09,2019-01-25 09:41:59,7.833333333333333,-22.908374,-43.231002,-22.90818,-43.230808
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,1010O00077C0,2019-01-25 09:35:32,2019-01-25 09:44:07,8.583333333333334,-22.90931,-43.22631,-22.909269,-43.22628
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,1010O00103C0,2019-01-25 09:36:23,2019-01-25 09:37:39,1.2666666666666666,-22.909238,-43.222916,-22.909309,-43.223381
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,1010O00040C0,2019-01-25 09:37:22,2019-01-25 09:46:07,8.75,-22.906357,-43.220639,-22.905809,-43.220490000000005
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,1010O00107C0,2019-01-25 09:38:09,2019-01-25 09:47:07,8.966666666666667,-22.904907,-43.218901,-22.904751,-43.219009
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,1010O00079C0,2019-01-25 09:38:55,2019-01-25 09:41:01,2.1,-22.90411,-43.21611,-22.903879,-43.21582
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,1010O00080C0,2019-01-25 09:39:21,2019-01-25 09:42:01,2.6666666666666665,-22.90341,-43.21449,-22.90353,-43.214951
01f7cd8d-33b8-49f2-ba55-c72cabfd4923,1010O00081C0,2019-01-25 09:40:17,2019-01-25 09:31:16,-9.016666666666667,-22.902025,-43.210979,-22.90185,-43.21056
