order,trip_id,stop_index,stop_lat,stop_lon,gps_lat,gps_lon,gps_datetime,stop_time,dist_m,time_diff_s
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,30,-22.88182,-43.29431,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:17:07,3928.636532541841,-1177.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,31,-22.8842,-43.29133,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:18:11,4255.232481492845,-1241.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,32,-22.885668,-43.290084,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:18:45,4402.988492784461,-1275.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,33,-22.88744,-43.2864,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:19:40,4807.177986561953,-1330.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,34,-22.887738,-43.283511,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:20:16,5104.397164914293,-1366.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,35,-22.887155,-43.280679,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:21:02,5380.320617019483,-1412.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,36,-22.88591,-43.27898,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:21:35,5533.969908652582,-1445.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,37,-22.88441,-43.27719,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:22:10,5698.870187249818,-1480.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,38,-22.8822,-43.2754,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:22:53,5865.609883613534,-1523.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,39,-22.881083,-43.272751,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:23:37,6132.769380577226,-1567.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,40,-22.878863,-43.265859,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:25:23,6838.31142589498,-1673.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,41,-22.87833,-43.26397,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:25:55,7033.014368357046,-1705.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,42,-22.878337,-43.261822,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:26:26,7252.988661081127,-1736.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,43,-22.880394,-43.259223,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:27:21,7517.417135036747,-1791.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,44,-22.882581,-43.254845,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:28:33,7971.34165083347,-1863.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,45,-22.88517,-43.25266,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:29:24,8210.586077813225,-1914.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,46,-22.886927,-43.250822,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:30:02,8414.319103477917,-1952.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,47,-22.890046,-43.244457,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:32:02,9100.223498899732,-2072.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,48,-22.890765,-43.242335,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:32:33,9325.983363227184,-2103.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,49,-22.891768,-43.240794,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:32:57,9497.390868207649,-2127.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,50,-22.89495,-43.24279,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:34:13,9351.773938194336,-2203.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,51,-22.897995,-43.241305,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:35:24,9566.933859394445,-2274.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,52,-22.90138,-43.241176,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:36:24,9665.935972546635,-2334.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,53,-22.90591,-43.23964,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:37:37,9953.020789703301,-2407.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,54,-22.907884,-43.236917,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:38:27,10284.487866174051,-2457.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,55,-22.908756,-43.234655,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:38:59,10534.674782290884,-2489.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,56,-22.908374,-43.231002,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:39:56,10879.213546269273,-2546.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,57,-22.90931,-43.22631,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:41:17,11369.349437328669,-2627.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,58,-22.909238,-43.222916,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:42:07,11700.484395249423,-2677.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,59,-22.906357,-43.220639,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:43:04,11841.03335698407,-2734.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,60,-22.904907,-43.218901,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:43:50,11975.105575053376,-2780.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,61,-22.90411,-43.21611,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:44:35,12233.555755701278,-2825.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,62,-22.90341,-43.21449,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:45:01,12378.817253062376,-2851.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,63,-22.902025,-43.210979,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:45:56,12699.859596623548,-2906.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,64,-22.908498,-43.209965,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:47:42,12959.260502888632,-3012.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,65,-22.91013,-43.205583,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:49:16,13439.041343914256,-3106.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,66,-22.908619,-43.201048,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:50:25,13849.602176670098,-3175.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,67,-22.90623,-43.193405,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:52:22,14556.805929025495,-3292.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,68,-22.905052,-43.189782,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:53:17,14895.401084185214,-3347.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,69,-22.903332,-43.184461,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:54:38,15397.626538808065,-3428.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,70,-22.905593,-43.182786,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:55:31,15610.73373583901,-3481.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,71,-22.90723,-43.18272,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:56:07,15651.650973295033,-3517.0
C51555,1a516c64-e0c1-41ab-9975-71487d6bd5a6,72,-22.90879,-43.18819,-22.879869,-43.3326,2019-01-25 08:57:30,2019-01-25 09:57:30,15138.221559043775,-3600.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,0,-22.901318,-43.347259,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 08:57:24,5950.889079024342,0.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,1,-22.90189,-43.34779,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 08:57:35,6024.983498330194,-11.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,2,-22.900466,-43.349828,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 08:58:15,6163.53586706615,-51.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,3,-22.89911,-43.35167,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 08:58:49,6293.15891711947,-85.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,4,-22.898012,-43.352228,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 08:59:16,6311.257263767683,-112.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,5,-22.89818,-43.350146,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:00:00,6112.960891455716,-156.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,6,-22.896967,-43.348397,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:00:36,5901.998955414757,-192.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,7,-22.8954,-43.34742,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:01:04,5757.519621279522,-220.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,8,-22.89369,-43.34688,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:01:32,5656.174020385868,-248.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,9,-22.890381,-43.34553,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:02:33,5444.340791632412,-309.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,10,-22.88842,-43.34439,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:03:08,5294.046162346568,-344.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,11,-22.88717,-43.34339,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:03:32,5174.312957768254,-368.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,12,-22.88579,-43.34209,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:04:01,5025.695146603388,-397.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,13,-22.88283,-43.34025,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:05:18,4817.766822833278,-474.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,14,-22.882534,-43.33687,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:06:07,4470.791110523861,-523.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,15,-22.882382,-43.333901,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:06:50,4166.344239014071,-566.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,16,-22.882138,-43.331007,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:07:38,3869.4458073517967,-614.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,17,-22.88256,-43.32373,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:09:19,3125.249035603445,-715.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,18,-22.88284,-43.3224,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:09:39,2990.3116093482513,-735.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,19,-22.8835,-43.32058,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:10:07,2808.535269224203,-763.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,20,-22.88445,-43.31751,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:10:54,2506.0100139985316,-810.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,21,-22.884744,-43.316116,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:11:15,2368.9477109387876,-831.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,22,-22.88498,-43.31429,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:11:41,2188.377417283008,-857.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,23,-22.885103,-43.311568,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:12:20,1916.8912877623457,-896.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,24,-22.88562,-43.30967,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:12:50,1740.63902286804,-926.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,25,-22.88672,-43.306443,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:13:39,1466.2004931690212,-975.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,26,-22.88646,-43.30281,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:14:33,1117.852097261062,-1029.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,27,-22.88548,-43.30031,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:15:14,841.3356477525559,-1070.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,28,-22.884601,-43.297845,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:15:53,575.9251313618139,-1109.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,29,-22.88341,-43.29648,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:16:20,386.4527728125355,-1136.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,30,-22.88182,-43.29431,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:17:01,111.63349745422727,-1177.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,31,-22.8842,-43.29133,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:18:05,346.33950850470507,-1241.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,32,-22.885668,-43.290084,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:18:39,553.2955924897988,-1275.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,33,-22.88744,-43.2864,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:19:34,953.0812538329842,-1330.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,34,-22.887738,-43.283511,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:20:10,1206.0783081350958,-1366.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,35,-22.887155,-43.280679,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:20:56,1425.919181394191,-1412.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,36,-22.88591,-43.27898,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:21:29,1536.4101574195363,-1445.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,37,-22.88441,-43.27719,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:22:04,1673.03142139103,-1480.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,38,-22.8822,-43.2754,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:22:47,1828.7138461015554,-1523.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,39,-22.881083,-43.272751,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:23:31,2099.8811281553735,-1567.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,40,-22.878863,-43.265859,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:25:17,2821.8988093764806,-1673.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,41,-22.87833,-43.26397,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:25:49,3020.970168988468,-1705.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,42,-22.878337,-43.261822,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:26:20,3239.417484412593,-1736.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,43,-22.880394,-43.259223,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:27:15,3487.5968586550816,-1791.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,44,-22.882581,-43.254845,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:28:27,3934.7836197018564,-1863.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,45,-22.88517,-43.25266,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:29:18,4175.7585975563425,-1914.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,46,-22.886927,-43.250822,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:29:56,4385.163868056547,-1952.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,47,-22.890046,-43.244457,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:31:56,5084.285535999166,-2072.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,48,-22.890765,-43.242335,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:32:27,5312.795070679811,-2103.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,49,-22.891768,-43.240794,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:32:51,5489.62196154046,-2127.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,50,-22.89495,-43.24279,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:34:07,5376.1449316670505,-2203.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,51,-22.897995,-43.241305,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:35:18,5622.760689173197,-2274.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,52,-22.90138,-43.241176,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:36:18,5767.7585381772715,-2334.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,53,-22.90591,-43.23964,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:37:31,6118.43551562393,-2407.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,54,-22.907884,-43.236917,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:38:21,6465.9847340620345,-2457.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,55,-22.908756,-43.234655,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:38:53,6716.516991055489,-2489.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,56,-22.908374,-43.231002,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:39:50,7034.805171312607,-2546.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,57,-22.90931,-43.22631,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:41:11,7515.138250696264,-2627.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,58,-22.909238,-43.222916,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:42:01,7830.459530019695,-2677.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,59,-22.906357,-43.220639,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:42:58,7928.92234147614,-2734.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,60,-22.904907,-43.218901,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:43:44,8042.856409459494,-2780.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,61,-22.90411,-43.21611,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:44:29,8286.916901917966,-2825.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,62,-22.90341,-43.21449,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:44:55,8422.592742989616,-2851.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,63,-22.902025,-43.210979,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:45:50,8726.426849522999,-2906.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,64,-22.908498,-43.209965,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:47:36,9038.310875027126,-3012.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,65,-22.91013,-43.205583,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:49:10,9521.910272560379,-3106.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,66,-22.908619,-43.201048,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:50:19,9909.044571863637,-3175.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,67,-22.90623,-43.193405,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:52:16,10586.17854021842,-3292.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,68,-22.905052,-43.189782,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:53:11,10913.165219260067,-3347.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,69,-22.903332,-43.184461,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:54:32,11401.280044313997,-3428.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,70,-22.905593,-43.182786,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:55:25,11623.981709073321,-3481.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,71,-22.90723,-43.18272,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:56:01,11673.543273504421,-3517.0
C51649,1a516c64-e0c1-41ab-9975-71487d6bd5a6,72,-22.90879,-43.18819,-22.88163,-43.29324,2019-01-25 08:57:24,2019-01-25 09:57:24,11176.534548646383,-3600.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,0,-22.901318,-43.347259,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 08:57:31,7232.838441003556,0.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,1,-22.90189,-43.34779,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 08:57:42,7301.158631451915,-11.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,2,-22.900466,-43.349828,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 08:58:22,7466.878206973529,-51.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,3,-22.89911,-43.35167,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 08:58:56,7619.798628622698,-85.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,4,-22.898012,-43.352228,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 08:59:23,7652.860481444683,-112.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,5,-22.89818,-43.350146,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 09:00:07,7446.689376186396,-156.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,6,-22.896967,-43.348397,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 09:00:43,7246.039929380517,-192.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,7,-22.8954,-43.34742,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 09:01:11,7118.736528041067,-220.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,8,-22.89369,-43.34688,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 09:01:39,7037.213712047287,-248.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,9,-22.890381,-43.34553,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 09:02:40,6861.73198967273,-309.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,10,-22.88842,-43.34439,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 09:03:15,6731.580675728399,-344.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,11,-22.88717,-43.34339,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 09:03:39,6624.098409342021,-368.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,12,-22.88579,-43.34209,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 09:04:08,6488.61658268305,-397.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,13,-22.88283,-43.34025,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 09:05:25,6307.514452771521,-474.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,14,-22.882534,-43.33687,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 09:06:14,5963.46458953391,-523.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,15,-22.882382,-43.333901,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 09:06:57,5660.861804127887,-566.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,16,-22.882138,-43.331007,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 09:07:45,5366.871784886761,-614.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,17,-22.88256,-43.32373,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 09:09:26,4619.9392313521,-715.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,18,-22.88284,-43.3224,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 09:09:46,4481.837179346559,-735.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,19,-22.8835,-43.32058,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 09:10:14,4291.264041909379,-763.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,20,-22.88445,-43.31751,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 09:11:01,3972.5233927934346,-810.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,21,-22.884744,-43.316116,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 09:11:22,3828.8628011831934,-831.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,22,-22.88498,-43.31429,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 09:11:48,3641.2885195604563,-857.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,23,-22.885103,-43.311568,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 09:12:27,3362.2488544307,-896.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,24,-22.88562,-43.30967,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 09:12:57,3167.4094457248852,-926.0
C51603,1a516c64-e0c1-41ab-9975-71487d6bd5a6,25,-22.88672,-43.306443,-22.885571,-43.278751,2019-01-25 08:57:31,2019-01-25 09:13:46,2839.6884778598514,-975.0
